"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"5/30/2017",8.7,"Ayre Hotel Rosell n","United Kingdom","Nothing",2,2359,"Location",2,9,10
"1/24/2017",8.8,"The Montcalm At Brewery London City","United Kingdom","That I couldn t stay longer",8,2617,"Everything The staff were all so lovely and accommodating they really made our stay perfect Especially the concierge and the Duty manager 22 01 17 The breakfast at The Chiswell Street Dining rooms was beautiful best scrambled eggs I have ever had The room was lovely and comfortable and well presented nice and quiet too And the building is beautiful Would definitely recommend and will be returning",69,3,9.6
"5/13/2016",8.5,"Clayton Hotel Chiswick","United Kingdom","Shower pressure",3,1944,"Great room very comfortable",5,5,8.8
"12/8/2015",8.7,"Grange Tower Bridge Hotel","United Kingdom","Atmosphere It was like being in a Vegas Hotel with large groups of Hen Parties Corporate Groups and other Party Groups dominating the bar areas and hanging around the lobby with luggage Food and attitude of restaurant staff My son was served a burger on a wooden board which was not clean When I complained the response was to blame me for some food I had shared with him I know the difference between strawberry jam and raspberry dressing The staff were rude and confrontational I preferred not to spoil our evening and so let it go to our cost The next day our son was violently sick",110,1668,"Facilities and location",5,6,6.3
"5/26/2017",8.7,"Park Plaza Westminster Bridge London","Australia","Had no complaints Didn t dine at any of the in house restaurants or bars so can t comment",21,12158,"Friendly efficient staff Clean tidy rooms Good facilities Good location close to two different metro stations servicing different lines",21,3,10
"2/1/2017",8.5,"H10 Universitat","South Korea","Single room had a bad view Other than that everything was good",14,1403,"The reception was very kind and helpful Good location and Good security",13,12,9.6
"10/20/2015",8.7,"DoubleTree by Hilton Hotel London Tower of London","United Kingdom","No Negative",0,7491,"Excellent location",3,41,10
"7/5/2016",8.3,"Hotel du Louvre in the Unbound Collection by Hyatt","United Kingdom","price of beer",5,1120,"great location",3,1,8.3
"1/16/2017",8.7,"Balmoral Champs Elys es","Lebanon","No Negative",0,476,"Everything about this hotel was great",7,3,9.6
"6/4/2017",8.1,"Starhotels Ritz","Netherlands","I have not found anything I did not like",11,4248,"Breakfast was great the bed was super comfortable and the service was splendid A true 4 star worthy hotel Great services like roomservice and breakfast in the room The location is also very nice A metro station is very nearby and there are lots of nice restaurants in the neighbourhood If I return to Milan I would book this hotel again",63,2,10
"8/17/2015",8,"The Principal London","United States of America","Steps at main entrance Bell staff is very helpful with luggage but impossible for ambulatory handicapped",17,3150,"Very convenient to Piccadilly Line Tube at Russel Square British Museum and University Grand public rooms of a previous era",21,32,8.3
"4/18/2016",8.1,"Durrants Hotel","United Kingdom","It s a little tired A little tlc without losing the old world charm Room was way too hot luckily the area is lovely and quiet so l slept with both windows open all night",37,1411,"Staff were lovely Dinner was excellent and great value",11,8,7.5
"5/9/2017",8.5,"The Rembrandt","United Kingdom","No Negative",0,1802,"We have stayed here once before Perfect location less than 2 minutes from tube station bars restaurants shops and museums Our rooms were not ready for us at the relevant time but we were upgraded one room after a short delay The only downside was that there was a pack of old cheese left in the mini bar from a previous guest We did not report this at the time as we had better things to spend our time doing My young niece reported that she had lost her mobile phone once reported the staff sprung into action to sort this out extremely attentive All in all great service",111,3,8.8
"7/26/2016",7.7,"The Park Grand London Paddington","United Kingdom","A lot of chipped and broken furniture Not much room in restaurant for a busy hotel Television was confusing to operate Loud air conditioning",26,4380,"Spacious room staff were polite",7,2,6.7
"5/20/2016",9.4,"Catalonia Square 4 Sup","Australia","The tapas is a far stretch it s like a bad afternoon tea at a YMCA But nice to have soft drinks yoghurt you can take to your room The car park is for lack of a better word tiny Unless you have a fiat or smaller aka moped bicycle your car won t fit underground But I m nit picking as I expect from a good review Had nothing to actually really effect your stay",78,1711,"Location right in the heart of barcelona Room nice",10,22,9.2
"4/5/2017",7.5,"Mayflower Hotel Apartments","United Kingdom","Room was small had to turn sideways to get down the side of the second bed and the floorboards creaked",22,2197,"Nice friendly staff lovely fresh fruit salad for breakfast",11,1,8.8
"2/22/2017",8,"Park Plaza Victoria Amsterdam","Ireland","I cant think of anything i didnt like",10,4820,"We loved every second of our stay The view was perfect The staff were lovely helpful It was our anniversary while we were there and we got a free upgrade and our room was done beautiful with rose petals love heart balloons cake wine on ice",48,3,10
"1/26/2016",8.3,"Lancaster London","United Kingdom","Bit pricey",3,1463,"Very clean and great staff",6,1,9.2
"11/19/2015",8.6,"Mercer House B ria BCN","Kazakhstan","Dust in the corners Clogged sink",8,301,"Good location Rather big sink",7,2,6.7
"8/23/2015",8.9,"The Marylebone Hotel","United Kingdom","Room cleaning slow and front desk staff member unhelpful when assistance sought",14,1738,"Apart from one exception staff excellent and a very stylish hotel",12,5,7.9
"8/6/2015",8.1,"The Marble Arch London","United Arab Emirates","rooms are too small",5,1567,"location",2,2,6.3
"3/2/2017",9.3,"H tel Fabric","United Kingdom","we didn t like anything",6,344,"we liked everything Staff room breakfast all was excellent Highly recommended",12,1,10
"10/16/2015",7.9,"Radisson Blu Portman Hotel London","Japan","No Negative",0,2308,"Breakfast",2,1,7.9
"2/16/2016",7.8,"Acevi Villarroel","Turkey","Windows are fixed There is no natural ventilation in the rooms This maybe very dangerous for allergic guests I do not like the door panel of WC which is made of glass",33,2251,"Breakfast menu have great options for every type of diet",11,12,10
"2/9/2016",8.4,"Arbor Hyde Park","United Kingdom","No Negative",0,2140,"We really liked the little extras provided in the pantry and the warm welcome",16,6,8.8
"8/20/2015",8.7,"Best Western Premier Hotel Couture","United Kingdom","No Negative",0,8177,"overall hotel stay was good",6,1,8.3
"2/17/2017",7.5,"Park Grand London Hyde Park","United Kingdom","Fire alarm at 6 30am was blamed on another guest but no apology offered to us Not very close to Hyde park so a bit misleading name",29,1891,"Hotel was comfortable",4,3,5
"12/16/2015",8.7,"H tel Arvor Saint Georges","Germany","Breakfast is a little bit too expensive but it always is in Paris",14,493,"Great location Lovely little hotel Love the 9th",10,18,9.6
"12/10/2015",8.6,"H tel Duo","Belgium","the shower cabin in the single room was on the small side but there was nothing else really that I did not like",24,883,"location staff big and comfy bed in the single room",12,1,9.2
"8/28/2016",8.1,"Amsterdam Marriott Hotel","United Kingdom","Having to pay for wi Fi in room",9,1556,"No Positive",0,2,10
"1/26/2017",7.8,"Hotel Atlanta","Romania","Dirty carpets Outdated furniture",5,2724,"Good location close to center Big room",8,3,6.3
"8/11/2016",8.2,"Club Quarters Hotel Gracechurch","United Kingdom","Shower needed an upgrade Room nice size but bed cramped in corner",14,2996,"Very clean great location Nice complimentary toiletries Overall good place to stay",14,1,7.5
"11/13/2015",8.1,"Danubius Hotel Regents Park","United Kingdom","No warm food after 23 00 hours restaurant closed",10,1294,"Distance to Marylebone Train Station",6,11,6.7
"8/7/2016",9,"Prince de Galles a Luxury Collection hotel Paris","Saudi Arabia","No Negative",0,171,"The sttaf where so kind for sure I ll be coming back again to stay at the same hotel in future",22,5,9.6
"7/21/2016",8.3,"Holiday Inn London Wembley","United Kingdom","Mattress was very uncomfortable a lot of dusts duvets are to heavy Breakfast expensive for that price could be more choices and healthy options",26,3469,"We like the room It s everything what you needed Service is great Breakfast very nice but expensive Bathroom is very clean and good size",27,4,7.9
"1/29/2016",8.7,"H tel Monna Lisa Champs Elys es","Lebanon","bathroom very small and bathroom door not sound proof breakfast place too small without window and too close to noisy kitchen no gym",24,418,"location very good room comfortable and staff very helpful",10,2,7.9
"11/26/2015",7.8,"Millennium Gloucester Hotel London","Belgium","The shower was very good",7,5726,"It was very close to the tube station and restaurants",11,1,7.1
"6/9/2017",7.8,"Hotel Carlton s Montmartre","Australia","No Negative",0,559,"Great size bedrooms compared to other hotels Plenty of room",12,4,8.8
"7/10/2016",7.6,"Best Western Le 18 Paris","Netherlands","the lift is super small the bathroom is extremely small especially douch space was just enough to move the air conditioning was suddenly out of order they couldn t fix it so all the night had to sleep with a window open which made it very noisy",49,527,"quick check in",4,8,5
"3/27/2017",8.4,"Hotel Michelangelo","United Kingdom","No Negative",0,3510,"The bed was very comfortable",6,8,7.5
"1/21/2017",8.2,"The Queens Gate Hotel","United Kingdom","Our bedroom was rather small and very hot The shower would comfortably accommodate a small child but not an adult",21,2516,"Fantastic location Very close to museums and Albert Hall Friendly helpful staff",13,8,8.8
"10/12/2015",8.3,"Lancaster London","United Kingdom","Room was small espectially for the price although on checking online photos you wouldn t say it was misrepresented The room furnishings were fine but basic and dated for a 4 at 155pn Bathroom plumbing made a constant gurgling Rm 1317",43,1463,"Check in staff Great pillows and comfortable bed Good water pressure in shower",15,2,7.1
"1/9/2016",8.8,"Hotel Pulitzer","Ireland","No Negative",0,1746,"friendliness of staff",4,9,8.8
"3/15/2017",7.7,"Shaftesbury Metropolis London Hyde Park","United Kingdom","Over priced for cramped rooms",6,2867,"Friendly Staff",3,5,5
"9/4/2016",9.3,"H10 Cubik 4 Sup","United Kingdom","Nothing",3,1398,"Roof top bar and plunge pool All staff were were very good",13,15,9.2
"11/17/2015",8.6,"Platine Hotel Spa","Switzerland","No Negative",0,729,"Great reception staff Great theme",7,7,8.8
"11/15/2016",8.3,"Hampshire Hotel The Manor Amsterdam","United Kingdom","No gym spa facilities",5,1939,"Beds really comfy staff at the desk were really helpful",11,2,9.6
"6/4/2016",8.8,"Grange Wellington Hotel","United Kingdom","No Negative",0,1268,"The staff were lovely helpful and polite Hotel was brilliantly located for walking all round the city Our room and a l other areas were clean and well presented Breakfast was very good varied and plentiful",38,3,9.2
"9/8/2015",8.7,"St James Court A Taj Hotel London","United Kingdom","Maybe a little expensive",6,5394,"Love the hotel good location well decorated good staff",10,33,9.6
"6/11/2017",9.1,"Room Mate Anna","United States of America","The pool wasn t open",7,1286,"Beautiful room comfortable bed terrific shower very convenient location excellent variety of quality breakfast selections Staff was more than helpful with info about Barcelona restaurants directions internet stuff Loved that rather than a Bible in the drawer there was a UN Declaration of Human Rights booklet This is a progressive and modern hotel",55,4,10
"1/18/2016",8.7,"Radisson Blu Edwardian Hampshire","Australia","Nothing",2,1543,"The location",3,1,10
"9/1/2015",7.4,"Mercure Paris Terminus Nord","United Kingdom","They gave us two single mattresses on a double bed which kept on moving to create a gap in the middle",23,5575,"Perfect location and good size rooms",8,6,7.9
"12/19/2016",8.2,"Holiday Inn London Bloomsbury","United Kingdom","Room was small",4,2995,"Location",2,2,7.1
"3/18/2017",8,"Rafayel Hotel Spa","United Kingdom","Food to room charges were a little pricey but understandable for a 5",15,1378,"Customer service was impeccible and the smart room was great as was the spa and other facilities Was a Birthday stay for my fiance and the guy checking us in informed us of a free upgrade to a Superior suite Felt very spoiled amd definitely will stay again",50,1,10
"5/31/2017",9.3,"UNA Maison Milano","Israel","No Negative",0,1108,"Very beautiful great location go there",7,2,10
"3/26/2016",8.2,"L Hotel Pergol se Paris","France","There was a problem with the heating and initially my room was very hot The staff was reasonably quick to fix it though",25,1281,"The hotel is very confortable and the rooms are large for Paris Coffee and tea is conveniently provided Good selection of international news papers",26,6,8.3
"3/18/2017",8,"Best Western Mornington Hotel Hyde Park","Greece","No Negative",0,2418,"Very clean comfort and spacious room excelent location very nice breakfast kind stuff excelent service",17,7,10
"1/16/2017",7.7,"Grand Royale London Hyde Park","United Kingdom","The room was so small I had to go outside to think",14,6539,"The reception area was nice and its in a good location",12,7,5.8
"8/4/2016",8.5,"Amba Hotel Marble Arch","Nigeria","The Executive Lounge had a rather small capacity especially for breakfast",12,3980,"Excellent buffet breakfast",4,3,7.9
"12/30/2016",8,"Clayton Crown Hotel London","Switzerland","Breakfast service very slow Understaffed No plates available Very limited choice from the breakfast bar The swimming pool was not in operation during the 3 days we stayed in this hotel No explanation was given Just bad service without excuses from the staff The train connection Thameslink did not run at all during 25 26 and 27th of December The hotel staff was not aware Our planned connection from Luton Airport to the hotel did not work for that reason It took finally about 1 hour longer then it was said",93,2491,"No Positive",0,14,5
"5/29/2017",8.1,"DoubleTree by Hilton London Docklands Riverside","United Kingdom","COULDNT WORK THE AIR CONDITIONING AND IT WAS EXTREMELY HOT THIS WEEKEND",13,3826,"LOVELY ROOM OVERLOOKING THE THAMES ROOM WAS CLEAN AND WE HAD A FREE UPGRADE TO A QUEEN DELUXE WHICH HAD GREAT SPACE BED WAS COMFY VIEW WAS GREAT AND BATHROOM WAS CLEAN LOVED THE FREE FERRY ACROSS THE RIVER TO CANARY WHARF",44,2,8.3
"9/13/2015",7.9,"Hotel Galileo","Saudi Arabia","AIR CONDITION NOT GOOD IN SOMEROOM",7,1503,"LOCATION",2,5,7.1
"3/14/2017",8.9,"The Ritz Carlton Vienna","United States of America","Nothing",2,470,"I love the Ritz Carlton",7,11,10
"7/4/2017",7.9,"Ilunion Barcelona","Turkey","After midnight they wanted to charge more than booking com price for our friends and the guy at reception was very rude They do not change sheets even it was dirty They ask the whole amount at the check in",42,3944,"New building with clean rooms Seimming pool and gym Complimantary water",13,23,7.1
"8/13/2015",8.6,"Barcel Sants","Morocco","Nothing",2,4379,"Everything",2,2,9.6
"6/14/2017",7.9,"Hilton Diagonal Mar Barcelona","United States of America","No Negative",0,503,"Great omletes Very Friendly staff at breakfast Front Desk staff was very helpful Loved the Fresh Orange juice",19,1,10
"5/23/2016",7.8,"Novotel Amsterdam City","United Kingdom","Nothing",2,2501,"everything was O K no problems and the staff were polite",12,6,7.5
"4/7/2017",8,"Radisson Blu Edwardian Sussex","United Kingdom","No Negative",0,1295,"got upgraded as a returning customer",7,16,8.8
"3/22/2016",9.3,"Amba Hotel Charing Cross","United Kingdom","Some street noise at night can be heard from room at front of hotel but then this is central London",21,1694,"Staff were excellent very welcoming and friendly Hotel is very clean and Executive room was very good size Good quality breakfast Short walk to Covent garden and all of the theatres",32,1,9.6
"6/4/2017",8.6,"Hotel City Central","Azerbaijan","Room cleanless",3,2923,"Very good breakfast big variety of choice",8,1,7.1
"4/5/2017",8.3,"Alexandra Barcelona A DoubleTree by Hilton","United Kingdom","The room was dirty along with the lifts being out of order The toilet did not Flush in the room and the telly remote did not work The swimming pool looked good but after allowing my son who is 7 to swim in the pool he came out and his legs and body turned red I had to shower him for nearly an hour to get the chlorine off he was extremely upset The fire escape we had to use was in my mind dangerous as the levels changed and the stairs changed from white to black this was confusing and could lead to people miss judging the steps and falling One afternoon we stood at the bar for about 20minutes and left in the end as the bar tender ignored us The breakfast was not good as the cooked food was badly presented and not cooked very well",151,351,"Nothing",2,3,3.3
"7/20/2017",7.8,"The Academy","United Kingdom","Breakfast very expensive 35 00 for two",9,612,"The overall experience",4,2,9.2
"11/26/2016",9.1,"Mondrian London","United Kingdom","The restaurant was very busy and very noisy a bit chaotic and service erratic but food very good We were disappointed not to get into the rooftop bar",30,3611,"The location was perfect we loved the river walk The room was great we booked a deluxe room with a river view as it was a special occasion We enjoyed the complimentary bottle of prosecco for celebratory b day",41,1,9.6
"3/8/2016",7.7,"The Park Grand London Paddington","United Kingdom","A better wardrobe space than a small section of the wall",12,4380,"No Positive",0,5,7.9
"10/24/2016",7.5,"Millennium Hotel London Knightsbridge","United Kingdom","No gym services",4,2746,"Location close to shopping amenities",6,1,8.8
"8/2/2017",8.8,"St Pancras Renaissance Hotel London","United Kingdom","No Negative",0,2058,"Very professional every staff member we came into contact with were just lovely always smiling and friendly Made us feel very welcome",23,2,10
"11/1/2015",8.5,"Grange St Paul s Hotel","United Kingdom","bed rather hard",4,2635,"Convenient position Good staff",6,2,8.3
"1/2/2017",9.4,"Intercontinental London The O2","United Kingdom","Nothing",2,4204,"The staff were so friendly",6,13,9.6
"12/21/2016",8.9,"Best Western Premier Kapital Op ra","Turkey","The location could be better There is not much to do around You always need the metro The overall decoration was very modern and you don t feel like you are not staying in France Definitely not for Paris lovers",42,1444,"The early check in possibilty Changing of the sheets every day and the coffee machine in the room",20,2,6.7
"3/17/2017",7.8,"Holiday Inn London Kensington Forum","United Kingdom","Felt squashed in the bedroom and bathroom Did not like the ugly and very difficult to move pocket door on the bathroom",24,3867,"Comfortable large bed and pillows were excellent Breakfast was well controlled with sufficient staff overseeing tables and food on the buffet It was easy to walk to the tube the bus and plenty of good restaurants The Olive on Gloucester road was exceptional value serving delicious food",49,14,9.2
"6/12/2017",8.4,"DoubleTree By Hilton London Excel","United Kingdom","Hotel was a little remote at present",8,2726,"The hotel was very clean and comfortable with a very good selection at breakfast also all the staff were friendly and helpful In a few years time the location will be very accommodating as the regeneration in the area is clear to see thank you",46,3,8.8
"5/10/2016",8.7,"Radisson Blu Edwardian Hampshire","United Kingdom","No Negative",0,1543,"overall wonderful we like our room 217 and back again 25th may",13,1,10
"2/16/2017",7.1,"Britannia International Hotel Canary Wharf","United Kingdom","Breakfast was very poor cold poor quality food",9,9086,"In need of a refurb",6,7,5.5
"5/2/2016",9.2,"Hotel Manzoni","United Kingdom","The orange juice at breakfast This really should be fresh juice at this level",16,956,"Excellent location and a very comfortable room",9,1,9.6
"7/4/2016",7.9,"Exe Laietana Palace","United Kingdom","Water pressure in shower was pretty poor",8,2045,"No Positive",0,1,8.3
"9/27/2015",7.4,"Radisson Blu Champs Elys es Paris","Bahrain","Their breakfast is really poor and taste awful and the staff although the conceirge was helpful but the manager on duty is rude",24,576,"The location",3,3,6.3
"8/23/2016",8.7,"11 Cadogan Gardens","United Kingdom","Having no Tea or Coffee making facilities in our bedroom dust was visible on surfaces in the dinning room when we had breakfast",25,393,"The bed was very comfortable Staff helpful friendly",10,2,7.1
"10/25/2015",6.4,"Hotel Cavendish","United Kingdom","Room very very small in fact smallest ever stayed in too sm",13,2275,"Location easy to get into west end",9,5,5
"2/25/2017",7.6,"New Linden Hotel","United Kingdom","The breakfast is a little limited and the Breakfast room is quite small but this in no way ruined our stay",23,2820,"Loved this hotel we booked mainly on price as just wanted a cheap cheerful getaway but seem to have uncovered an absolute Gem of a place We loved it so much that we actually extended our stay by an extra night The staff were absolutely lovely and so helpful and the location was perfect for us we will definitely be booking again for our next trip to town",70,7,10
"4/11/2017",8.7,"Radisson Blu Edwardian Hampshire","United Kingdom","The pillows could have been a bit softer",9,1543,"The whole experience was perfect for us The staff couldn t do enough for you and the room and facilities were very good A brilliant view out of our window Room 506 We had breakfast in the Penthouse looking out on a view of the London skyline",49,2,9.6
"8/14/2016",9.1,"Mondrian London","United Kingdom","No priority for hotel guests on the 12th floor bar We couldn t get a place and were warned even if we did the service would be slow",29,3611,"Staff friendly",3,7,9.2
"4/11/2017",8.5,"Vincci Bit","Italy","No Negative",0,2848,"Position and room",5,29,10
"7/31/2016",8.8,"St Pancras Renaissance Hotel London","Australia","No Negative",0,2058,"Great location Room overlooked the station but amazingly quiet Nice gym and pool area Staff really helpful took our bags over to the Eurostar and helped us book in",30,9,10
"6/11/2017",8.4,"Club Quarters Hotel St Paul s","Canada","A mini fridge in the room would have made our visit a bit more pleasant The bathroom was tight strictly one person at a time",27,4117,"Great location next to St Pauls Cathedral and many restaurants A small but well planned room so that there was room for everything for a couple Free laundry facilities for hotel guests is an excellent bonus Nice common area on main floor for coffee tea newspaper some snacks Fast elevator service and friendly front desk staff",58,13,9.2
"2/21/2016",8.9,"Lyric H tel Paris","Ireland","No Negative",0,480,"We asked for a room with a view and were delighted when on arrival we opened the curtains in see a lovely rooftop view right across to the Eiffel Tower The bed was very comfortable and the layout of the room quite stylish The swimming pool is well worth a visit small but very relaxing after a days walking around Paris Very central location with lovely restaurants within easy walking distance",73,7,9.2
"2/13/2017",8,"Courthouse Hotel London","United Kingdom","No Negative",0,1786,"The shower the pressure was by far the best I have had in any hotle that I have stayed in",22,1,9.6
"10/25/2016",8.8,"Hilton London Wembley","United Kingdom","No Negative",0,4305,"The bed extra comfy sauna steam room",8,1,8.8
"12/21/2015",8,"Best Western Mornington Hotel Hyde Park","United Kingdom","N A",3,2418,"we liked everything about this hotel The hotel room was very spacious and comfortable Staff were all helpful and pleasant",22,5,10
"9/6/2016",8.7,"Hotel Miramar Barcelona GL","Czech Republic","little dirty in the bathroom",6,977,"great city sea view nice staff",7,11,8.3
"10/9/2016",7,"NH Carlton Amsterdam","United Kingdom","Carpet",2,4231,"Bed was superb carpet needs changing very worn out otherwise nice and clean",15,1,9.2
"8/15/2015",8.5,"Grange St Paul s Hotel","United Kingdom","I have no complaints but would prefer feather pillows",10,2635,"excellent location nice room I had cod and chips via room service it was very good and arrived in a timely fashion I liked it so much I had it on 2 occasions",35,8,8.8
"8/16/2016",7.8,"Hilton London Kensington Hotel","France","No Negative",0,3801,"Liked the breakfast",5,1,7.9
"4/3/2016",7.8,"Holiday Inn London Kensington","Latvia","Non complimentary wi fi",6,5945,"Staff was pleasant and polite",7,1,7.9
"2/27/2017",8.4,"The May Fair Hotel","United Kingdom","Bathroom was very basic not 5 star standard Also the room was very basic I d describe it as something you d rent by the hour not a superior room at all hugely disappointed Mayfair hotel you have some work to do",44,1994,"Bed was comfy",4,1,5.8
"3/31/2016",7.5,"Millennium Hotel London Knightsbridge","United Arab Emirates","The rooms are much smaller than it shown in the images staff recommend me for 680 for upgrade to club lounge and it was most awful food and the room not much better than standard room Then the shower curtain was full of dirt that I couldn t believe Complaint to the shift manager about the dust in the room and dirt in the shower the Internet wasn t connecting to the server at all He came and took pictures and promised to sort it out I ve stayed there for 17 days and nothing happened Over all from 1 10 I ll give 2 to this hotel and won t go back there ever again",118,2746,"No Positive",0,1,3.8
"7/23/2017",8.4,"88 Studios","Australia","The bed was quite small and shower could only be turned on while standing under it at least it warmed up fairly quickly",25,955,"The location was great and staff were very friendly and helpful The kitchen facilities were also useful",19,12,9.2
"12/9/2016",7.4,"Best Western Seraphine Kensington Olympia","United Kingdom","No Negative",0,895,"Great rooms clean and modern",6,9,10
"2/7/2016",8.5,"Blakemore Hyde Park","United Kingdom","The fact that the staff in particularly the manage refused to look after our delivery if it came whilst we was out As we wanted to quickly leave the hotel for a while but did not end up going",41,6596,"The comfort of the room",7,1,9.6
"1/29/2017",8.4,"W Amsterdam","United Kingdom","Only down side was we stayed for 3 days and our room was cleaned once Also the spa facilities was ok but not the best",26,802,"Hotel was lovely staff was very helpful the restaurant in the hotel was one of the best would deffinetly stay here again",23,1,8.3
"8/16/2015",8.1,"Bilderberg Garden Hotel","United States of America","didnt anticipate or know high cost of breakfast 22 50 euro per day plus gratuity and tax until checkout Not posted and I didn t ask Rooms were so inexpensive it didn t matter I Long run but it was a shock Internet was difficult to connect and remain connected",51,2270,"Location facity and staff were great Food was excellent gourmet as was service but extremely pricey relative to cost of room",23,14,9.6
"5/11/2016",9.2,"Appartement Hotel an der Riemergasse","Thailand","No Negative",0,969,"Everything is perfect The real apartment is better than shown on the advertised photos We had a very pleasant stay Staffs are so helpful and nice",28,10,10
"4/23/2017",8.8,"Capri by Fraser Barcelona","Egypt","Room cleaning services need improvement",6,2988,"Quiet location near public transport helpful front desk",9,18,7.9
"6/21/2016",8,"Park Plaza Victoria Amsterdam","Belgium","Rude Staff besides the manager that made up for the extremely rude and unpolite behavior",16,4820,"No Positive",0,2,4.2
"11/1/2016",8.1,"Holiday Inn London West","United Kingdom","Only small improvement no Bath in family room therefore more difficult to wash the baby",16,1500,"Spacious family room",4,1,9.6
"3/15/2016",7.5,"Hilton London Metropole","United Kingdom","nothing all perfect",4,6977,"everything was xxxl",4,8,10
"7/3/2017",7.4,"Hilton London Euston","United Kingdom","Staff were not very friendly Not unpleasant but didn t feel very welcomed",15,843,"Room was beautiful lovely size very clean Beds comfy",11,1,7.5
"9/28/2015",8.5,"Hotel 55","Lebanon","The breakfast offer is limited and i had to wait for 25 minutes for the croissant before being rudely told that it will be another 15 minutes This incident was reported to the manager who was very apologetic and polite but the rude employee never bothered to apologize",50,722,"Friendly staff except one rude employee in the restaurant Good location close to Tube station Clean room",18,6,7.5
"4/18/2017",9.3,"Park Hyatt Vienna","Croatia","The only thing missing was the children bathrobe for going to the pool But we didn t mind that too much",23,532,"Everything was great The room the staff the service Hotel is very clean the breakfast was great The Bank restaurant was just excellent for dinner their menu is superb The location is just perfect Really had a great stay and would come back to this hotel",48,7,10
"8/5/2015",9.1,"The Arch London","Russia","Please make sure internet works any better",9,521,"I like that at my every visit I find the hotel even better This is very important for the travellers to London where a lot is being changed this days but not The Arch hotel service level",39,1,10
"1/14/2016",8.4,"The May Fair Hotel","United Kingdom","Run out of beer in bar by 8 pm",10,1994,"Staff friendly",3,17,8.8
"3/7/2017",9.3,"The Montague On The Gardens","United Kingdom","The only thing to let it down was the small size of the bathroom no real room to move",21,931,"The staff were excellent there was a nice feel to the hotel and the decor and style were inviting Good food and drink and in particular the bar staff were friendly and always made sure you were looked after I would recommend staying here as I will again",50,5,9.2
"11/4/2016",8.9,"Room Mate Carla","United States of America","The decor was too ultra modern for me The lobby did not have a welcoming feel",18,1257,"The location was good Within easy walking distance of Sagrada Familia and other sites Staff were friendly and helpful",21,9,7.9
"1/20/2016",8.9,"Starhotels Echo","United Kingdom","No Negative",0,3774,"Peaceful modern hotel close to Milano Centrale station Excellent choices at breakfast Staff helpful and friendly",18,6,10
"6/7/2016",8.1,"H tel Beauchamps","United Kingdom","No Negative",0,1463,"Doormen were extremely helpful and gave good guidance around the city",12,4,8.3
"7/20/2017",8.4,"NH Wien Belvedere","Turkey","Everything in the breakfast ran out of stock quickly and was not replaced until asked for",18,1191,"No Positive",0,16,7.9
"6/12/2016",8.9,"Hotel Barcelona Catedral","United Kingdom","No Negative",0,2695,"Location and staff excellent rooms simple but perfect",9,1,10
"11/16/2015",8.5,"London Marriott Hotel County Hall","Saudi Arabia","1 I have booked a room with river view but the real is that London eye obscure the view of the river partially 2 air condition was not working good even after they came to solve the problem but nothing changed at the end they was bring a small heater 3 Some of the staff are not friendly 4 Value for money is not fair",66,573,"1 The room is wide 2 Two employees from the staff was good Martin and Mercedes 3 Some tourist attractions and archaeological close to the hotel",27,21,7.1
"11/9/2016",7.3,"Shaftesbury Premier London Paddington","United Kingdom","Comfortable bed but the room had a staff entrance to the kitchen outside the window which was fairly busy around 5am",23,3609,"No Positive",0,8,5.8
"10/18/2016",8.5,"Garden Elys e","Turkey","The Night Receptionist was so rude and impolite",10,378,"No Positive",0,13,8.3
"1/15/2017",8.1,"Leonardo Hotel Vienna","Greece","They had a big problem with wi fi We paid for it and every code was wrong we had to replace with other codes and sometimes these other codes were also wrong There was a construction site next to the hotel The view was dissapointing",47,6373,"We liked very much the location of the hotel It was next to westbahnhof and mariahilfer strasse The room was nice and the cleaning staff perfect Reception was helpful",30,2,6.3
"10/24/2015",8.7,"Rubens At The Palace","United Kingdom","The bedrooms terrible",4,1449,"Location and Calvert",4,1,5.4
"2/16/2016",8.8,"Hotel Erzherzog Rainer","United States of America","We had the do not service disturb on the door but notice that when we got back to our room there was something that had been placed on our table which was not there prior A little sketchy but not too big of a deal",47,3598,"Staff was super friendly and helpful The hotel was clean and was in a fantastic location The breakfast was awesome as well Well worth it",27,12,10
"2/24/2016",6.7,"Commodore Hotel","United Kingdom","The air conditioning unit made a noise all night resulting in not much sleep",16,2400,"The balcony was a nice surprise and the bed was comfy Having the use of the fridge was useful",21,2,5.4
"11/23/2016",8.3,"Barcelona Princess","France","Floor without rug was cold but they give slippers",10,4293,"Room design Never waited for service Choice of bar or restaurant Pool Handy to congress center and shopping mall",21,19,10
"2/11/2016",8.5,"Hotel 55","United Kingdom","No Negative",0,722,"staff were very helpful Room was clean and tidy with lots of little extras",15,1,10
"6/4/2017",8.2,"H10 Itaca","United Kingdom","bar are too small with little seating",8,732,"good bed",3,4,8.3
"10/27/2016",8.5,"Hotel de France Wien","United Kingdom","Rooms need updating",5,5177,"No Positive",0,1,7.9
